full_name;job_titel_ID;overtime_minuteses;final_payment;paymen_date
Alma Yundt;9;0;2;24.04.2024
Ms. Melba Goyette;10;1;3;24.04.2024
Melinda Ratke;1;4;2;24.04.2024
Ismael Runolfsdottir;2;5;2;24.04.2024
Francisco Klein;3;5;2;24.04.2024
Wilson O'Keefe;4;3;4;24.04.2024
Nick Jerde;5;1;2;24.04.2024
Tracy Conroy;6;4;1;24.04.2024
Inez Hackett;7;5;3;24.04.2024
Geoffrey Emmerich;8;4;0;24.04.2024
Dr. Edwin Jacobs;9;3;0;24.04.2024
Vera Morissette;10;2;3;24.04.2024
Rachel Durgan;1;2;5;24.04.2024
Anita Keeling;2;5;3;24.04.2024
Hannah Corwin;3;0;0;24.04.2024
Wilfred Bernhard;4;1;3;24.04.2024
Clifton Bartoletti;5;5;1;24.04.2024
Manuel Barton;6;4;1;24.04.2024
Essie Lynch Jr.;7;1;5;24.04.2024
Levi BotsfordBartell;8;5;2;24.04.2024
Florence Kertzmann;9;4;3;24.04.2024
Bridget Jakubowski;10;3;4;24.04.2024
Tami Durgan;1;2;2;24.04.2024
Pete Vandervort;2;5;4;24.04.2024
Christopher Mitchell;3;5;5;24.04.2024
Reginald Hilpert;4;4;4;24.04.2024
Gustavo Stokes;5;3;1;24.04.2024
Marilyn Herman;6;5;4;24.04.2024
Greg Dickens;7;3;5;24.04.2024
Alexandra Brown;8;0;2;24.04.2024
Loren Morar;9;4;2;24.04.2024
Dominic Bahringer;10;4;2;24.04.2024
Julie Hagenes;1;3;2;24.04.2024
Hannah Boyer;2;5;5;24.04.2024
Margarita Muller;3;3;5;24.04.2024
Annette Bartoletti;4;3;2;24.04.2024
Carla Torphy;5;1;4;24.04.2024
Debra Glover;6;5;3;24.04.2024
Dr. Maureen Wyman;7;4;3;24.04.2024
Pauline Rippin;8;4;3;24.04.2024
Ronald Stokes;9;4;5;24.04.2024
Kathleen Hermiston;10;1;2;24.04.2024
Javier Pollich;1;0;0;24.04.2024
Francis Lynch;2;2;1;24.04.2024
Carlton Lynch;3;2;4;24.04.2024
Cindy Boyle PhD;4;0;5;24.04.2024
Vicki Prosacco;5;5;5;24.04.2024
Alberto Stiedemann;6;2;4;24.04.2024
Bernice Hansen;7;1;3;24.04.2024
Rosemarie Hartmann PhD;8;4;1;24.04.2024
Austin Douglas;9;1;2;24.04.2024
Edward Gislason;10;2;0;24.04.2024
Amanda Lubowitz;1;3;1;24.04.2024
Jeffrey Ward IV;2;0;2;24.04.2024
Anne Nicolas PhD;3;0;0;24.04.2024
Dustin Lebsack;4;3;3;24.04.2024
Evan Goyette;5;1;1;24.04.2024
Candice Braun;6;2;0;24.04.2024
Marty McCullough;7;0;5;24.04.2024
Bryan Gutmann;8;2;5;24.04.2024
Patrick O'Conner;9;3;2;24.04.2024
Dr. Gina Connelly;10;2;1;24.04.2024
Diana Reichert;1;1;3;24.04.2024
Mr. Edward Hamill;2;3;0;24.04.2024
Jackie Ruecker DDS;3;1;4;24.04.2024
Mona Bailey;4;2;5;24.04.2024
Norman Reilly MD;5;0;4;24.04.2024
Melody Nikolaus;6;0;4;24.04.2024
Dr. Peter Wiza;7;0;4;24.04.2024
Ebony Luettgen;8;4;0;24.04.2024
Harriet Hintz;9;2;3;24.04.2024
Kristy Corwin;10;5;3;24.04.2024
Johnnie Kuvalis;1;0;2;24.04.2024
Darrell Jacobi;2;5;3;24.04.2024
Aaron Leffler DDS;3;4;0;24.04.2024
Alvin Schmitt Jr.;4;4;4;24.04.2024
Angelo Huels;5;4;5;24.04.2024
Dallas Spencer;6;0;1;24.04.2024
Armando Johnson;7;1;0;24.04.2024
Terri Pacocha;8;4;3;24.04.2024
Trevor Kovacek II;9;2;2;24.04.2024
Mrs. Inez Tremblay Sr.;10;5;2;24.04.2024
Billy Ratke DVM;1;5;2;24.04.2024
Leslie Weber;2;1;4;24.04.2024
Elisa Ebert;3;3;2;24.04.2024
Rex Larkin MD;4;1;2;24.04.2024
Sergio Dach DVM;5;1;0;24.04.2024
Pamela Pfannerstill;6;2;0;24.04.2024
Josh Breitenberg;7;4;3;24.04.2024
Al Schowalter;8;1;2;24.04.2024
Phillip Frami;9;2;5;24.04.2024
Gina Stiedemann DDS;10;5;5;24.04.2024
Lydia Feest;1;2;0;24.04.2024
Sherry Schuppe DVM;2;5;0;24.04.2024
Marlon Stoltenberg;3;4;0;24.04.2024
Francisco Morissette;4;0;1;24.04.2024
Marshall Collins;5;5;3;24.04.2024
Robin Wintheiser;6;5;2;24.04.2024
Ellen Skiles;7;4;4;24.04.2024
Guadalupe Streich;8;4;5;24.04.2024
Miss Deanna Schamberger;9;1;1;24.04.2024
Lynn Hilpert;10;0;1;24.04.2024
Abel Will;1;1;3;24.04.2024
Mrs. Penny Olson;2;5;5;24.04.2024
Pearl Watsica;3;3;1;24.04.2024
Kim Renner;4;4;2;24.04.2024
Mr. Spencer Ledner;5;4;2;24.04.2024
Sally Hyatt;6;5;0;24.04.2024
Pablo Koelpin;7;3;4;24.04.2024
Shawna Hackett;8;5;1;24.04.2024
Mr. Harold Conroy;9;0;5;24.04.2024
Caleb Balistreri;10;5;3;24.04.2024
Alvin McCullough;1;0;1;24.04.2024
Christina Kuhlman;2;1;1;24.04.2024
Edgar Blanda;3;1;0;24.04.2024
Monica Barrows;4;2;2;24.04.2024
Elsie Wiza;5;4;4;24.04.2024
Kendra Russel;6;4;2;24.04.2024
Courtney Reichert;7;4;0;24.04.2024
Mrs. Cecilia Gusikowski;8;2;1;24.04.2024
Jonathon Witting;9;5;4;24.04.2024
Vicky Ondricka;10;0;1;24.04.2024
Ms. Kate Shanahan;1;5;1;24.04.2024
Glen Herzog;2;1;1;24.04.2024
Rene Koss;3;0;2;24.04.2024
Simon RyanMurphy;4;1;4;24.04.2024
Christopher Krajcik;5;0;1;24.04.2024
Maria Treutel;6;2;2;24.04.2024
Daryl Anderson;7;5;0;24.04.2024
Darnell Abbott;8;4;4;24.04.2024
Hugh Torphy;9;4;1;24.04.2024
Melody Blanda;10;0;4;24.04.2024
Bill Franecki;1;0;4;24.04.2024
Wilfred Erdman;2;3;1;24.04.2024
Darren Rowe;3;3;1;24.04.2024
Stewart SchaeferBrown;4;5;5;24.04.2024
Ella D'Amore;5;4;2;24.04.2024
Francis Herzog;6;1;2;24.04.2024
Matt Anderson;7;3;1;24.04.2024
Spencer Kshlerin;8;3;3;24.04.2024
Erika Hane;9;2;1;24.04.2024
Jerome Bode;10;5;4;24.04.2024
Ms. Kendra Walker;1;2;5;24.04.2024
Chris Dickens;2;3;4;24.04.2024
Byron HarrisKing;3;3;0;24.04.2024
Victor Predovic III;4;5;4;24.04.2024
Darryl Ondricka;5;2;2;24.04.2024
Mr. Norman Spinka;6;5;5;24.04.2024
Brendan Halvorson;7;2;0;24.04.2024
Eddie MacGyver;8;2;3;24.04.2024
Thelma Rau;9;2;1;24.04.2024
Pearl Ruecker;10;5;2;24.04.2024
Alicia Hickle;1;3;0;24.04.2024
Dr. Iris Crooks;2;3;5;24.04.2024
Eileen Rowe V;3;3;2;24.04.2024
Crystal Cartwright;4;5;1;24.04.2024
Marilyn Lowe PhD;5;5;3;24.04.2024
Emilio Mayer;6;2;5;24.04.2024
Leon Crist;7;0;1;24.04.2024
Vernon Schiller;8;0;5;24.04.2024
Lynette VonRueden;9;5;2;24.04.2024
Mr. Terrance Hermann;10;4;4;24.04.2024
Jo Bernhard;1;3;3;24.04.2024
Eloise Renner;2;5;3;24.04.2024
Lois Grady;3;0;4;24.04.2024
Anthony Stracke;4;1;2;24.04.2024
Cora LittleDietrich;5;1;3;24.04.2024
Annette Lang;6;4;0;24.04.2024
Gerald Osinski;7;3;2;24.04.2024
Mandy Jones;8;0;3;24.04.2024
Mr. Clint Grimes II;9;5;2;24.04.2024
Simon Hilll;10;4;4;24.04.2024
Carla Medhurst;1;5;2;24.04.2024
Kayla LednerO'Kon DDS;2;1;4;24.04.2024
Archie Conroy;3;0;5;24.04.2024
Regina Kling;4;4;4;24.04.2024
Winifred Rohan;5;3;1;24.04.2024
Eileen Durgan;6;3;2;24.04.2024
Elias Jenkins;7;5;0;24.04.2024
Lula Parisian;8;5;3;24.04.2024
Joey Dietrich;9;0;4;24.04.2024
Yolanda Fadel DVM;10;1;1;24.04.2024
Randy Toy;1;4;4;24.04.2024
Angel Heidenreich;2;4;3;24.04.2024
Ben Bauch;3;3;5;24.04.2024
Patricia Sporer I;4;2;2;24.04.2024
Ismael Grady;5;5;0;24.04.2024
Marshall Russel;6;1;2;24.04.2024
Todd Abshire;7;2;2;24.04.2024
Raul Hartmann;8;3;4;24.04.2024
Lee Lebsack PhD;9;5;1;24.04.2024
Monica Gerlach;10;1;2;24.04.2024
Ruth Abernathy;1;5;4;24.04.2024
Doreen Cremin;2;3;5;24.04.2024
Sheila Nolan;3;4;1;24.04.2024
Kerry Rogahn;4;1;3;24.04.2024
Joanna Grimes;5;1;2;24.04.2024
Bruce Schoen;6;5;0;24.04.2024
Rose Ferry;7;3;4;24.04.2024
Leona McGlynn;8;1;4;24.04.2024
Madeline Pagac;9;3;0;24.04.2024
Cynthia BartellStamm;10;1;1;24.04.2024
Tara Berge;1;2;0;24.04.2024
Jonathan Kunze;2;2;4;24.04.2024
Dan Bins;3;2;4;24.04.2024
Miss Tammy Hintz;4;4;3;24.04.2024
Bobby Harber I;5;0;5;24.04.2024
Herman Corkery;6;5;3;24.04.2024
Constance Jenkins;7;2;4;24.04.2024
Gilbert Morissette;8;4;4;24.04.2024
Teresa Lang;9;3;0;24.04.2024
Danny Mills;10;1;0;24.04.2024
Jessie Hayes;1;5;2;24.04.2024
Jennifer Kassulke;2;0;5;24.04.2024
Cedric Bergnaum MD;3;1;1;24.04.2024
Simon Botsford;4;2;2;24.04.2024
Nelson Waters;5;1;3;24.04.2024
Nelson Volkman;6;2;3;24.04.2024
Aaron Turcotte;7;3;4;24.04.2024
Eileen Frami;8;3;0;24.04.2024
Dr. Judith Wintheiser;9;0;5;24.04.2024
Violet Rosenbaum;10;4;4;24.04.2024
Vanessa Treutel;1;1;4;24.04.2024
Edmund O'Conner;2;4;4;24.04.2024
Mrs. Bernadette Green;3;2;5;24.04.2024
Delores ArmstrongThompson;4;4;1;24.04.2024
Ruby Mann;5;2;2;24.04.2024
Miss Alberta Block;6;3;2;24.04.2024
Martin O'Hara;7;0;0;24.04.2024
Raymond Murray;8;5;4;24.04.2024
Kristopher Yost;9;5;3;24.04.2024
Elvira Satterfield;10;2;4;24.04.2024
Mrs. Julie Adams;1;3;3;24.04.2024
Leroy Ledner;2;4;3;24.04.2024
Patricia Connelly PhD;3;4;0;24.04.2024
Shaun Barrows III;4;1;0;24.04.2024
Terrell Beier;5;3;5;24.04.2024
Denise Bartoletti;6;3;3;24.04.2024
Jackie Haley;7;0;0;24.04.2024
Dr. Edmond Ritchie;8;5;5;24.04.2024
Loren Cole;9;5;0;24.04.2024
Margarita Ritchie;10;1;3;24.04.2024
Floyd Thiel;1;1;3;24.04.2024
Blanche Bradtke;2;1;4;24.04.2024
Debbie Rogahn;3;3;2;24.04.2024
Brandi Torphy;4;4;2;24.04.2024
Dr. Noah Feeney;5;5;4;24.04.2024
Mr. Craig Schinner;6;0;2;24.04.2024
Angelina Fritsch MD;7;4;0;24.04.2024
Edgar Kassulke;8;5;0;24.04.2024
Lynda Dibbert;9;2;3;24.04.2024
Rhonda Crist;10;2;0;24.04.2024
Miss Bridget McGlynn;1;0;2;24.04.2024
Pete Sporer;2;5;5;24.04.2024
Mrs. Joy Rath;3;5;5;24.04.2024
Casey Skiles;4;5;2;24.04.2024
Dominic WuckertStokes;5;3;1;24.04.2024
Harold Runolfsson;6;2;5;24.04.2024
Gerardo Ratke;7;2;3;24.04.2024
Cecilia Anderson;8;0;0;24.04.2024
Claude Hackett;9;1;4;24.04.2024
Dr. Neil Reichel;10;2;3;24.04.2024
Fred Cole;1;4;5;24.04.2024
Mrs. Vera Nienow;2;4;4;24.04.2024
Eula SpinkaMitchell;3;2;0;24.04.2024
Wendell Gleason;4;5;5;24.04.2024
Casey Weissnat;5;4;2;24.04.2024
Mr. Gordon Predovic;6;2;5;24.04.2024
Melinda Franecki MD;7;2;0;24.04.2024
Katherine Welch;8;1;2;24.04.2024
Lee Carter Jr.;9;1;4;24.04.2024
Charlie Hilll;10;1;2;24.04.2024
Deanna Mayer;1;4;0;24.04.2024
Wayne Pollich;2;2;3;24.04.2024
Dr. Gilberto O'Kon;3;2;2;24.04.2024
Roxanne Ledner;4;1;3;24.04.2024
Jamie Bernhard;5;5;2;24.04.2024
Ella Hermann V;6;4;0;24.04.2024
Darlene Leffler;7;2;3;24.04.2024
Essie Nitzsche;8;0;2;24.04.2024
Dr. Ricky Nicolas;9;1;4;24.04.2024
Kelli Cormier;10;2;2;24.04.2024
Diana Johnston;1;4;3;24.04.2024
Kay Lakin;2;5;5;24.04.2024
Iris Klocko;3;0;5;24.04.2024
Mrs. Arlene Lind;4;2;3;24.04.2024
Tommie Von;5;0;4;24.04.2024
Marilyn Block;6;5;2;24.04.2024
Annie Tromp;7;2;2;24.04.2024
Steven Schowalter;8;4;5;24.04.2024
Jenny Abernathy;9;0;1;24.04.2024
Guadalupe O'Kon;10;1;2;24.04.2024
Hope Beatty;1;2;4;24.04.2024
Janet Borer;2;3;2;24.04.2024
Dr. Hope Hettinger;3;2;1;24.04.2024
Glen Walker;4;3;0;24.04.2024
Alejandro Ratke;5;3;3;24.04.2024
Nellie Casper;6;3;4;24.04.2024
Dr. Jean Harris;7;1;0;24.04.2024
Joseph Grant;8;5;1;24.04.2024
Laura Schinner;9;0;1;24.04.2024
Dr. Lewis Kuhlman;10;5;5;24.04.2024
Noah Reynolds;1;4;1;24.04.2024
Shawn Mills;2;2;3;24.04.2024
Annie Brakus;3;3;3;24.04.2024
Angel Pouros;4;2;1;24.04.2024
Eddie Fay;5;5;5;24.04.2024
Bob Donnelly;6;0;2;24.04.2024
Terri Becker;7;5;3;24.04.2024
Woodrow Kemmer;8;3;0;24.04.2024
Garry Abernathy;9;5;2;24.04.2024
Esther Baumbach;10;5;5;24.04.2024
Anna Treutel;1;5;2;24.04.2024
Janet Connelly;2;5;0;24.04.2024
Luther Murray;3;5;4;24.04.2024
Harvey DoylePouros;4;0;4;24.04.2024
Douglas Stark;5;4;0;24.04.2024
Irene O'Connell PhD;6;1;2;24.04.2024
Ruben Pfeffer;7;4;0;24.04.2024
Mr. Leonard Murazik;8;3;0;24.04.2024
Taylor Boyle;9;5;0;24.04.2024
Katie Kuhlman;10;2;5;24.04.2024
Toby Stanton;1;4;4;24.04.2024
Brent Ward;2;1;0;24.04.2024
Alvin Schuppe;3;0;0;24.04.2024
Marcia Mayert;4;1;4;24.04.2024
Desiree Kuvalis;5;3;3;24.04.2024
Elsie Deckow;6;2;1;24.04.2024
Marian Mayert;7;4;1;24.04.2024
Dawn Schinner;8;4;4;24.04.2024
Wendy Goyette V;9;3;5;24.04.2024
Caroline Walker DDS;10;1;0;24.04.2024
Dr. Alan Auer;1;2;3;24.04.2024
Jo Quitzon;2;5;1;24.04.2024
Rosemary Turner;3;4;1;24.04.2024
Emily Schroeder IV;4;2;2;24.04.2024
Essie Dach;5;4;0;24.04.2024
Chris Feeney III;6;0;3;24.04.2024
Nelson Fahey;7;0;0;24.04.2024
Kelly Weber;8;3;4;24.04.2024
Mrs. Christie Hintz;9;1;1;24.04.2024
Gloria Morar;10;0;3;24.04.2024
Earnest Hyatt;1;3;3;24.04.2024
Dr. Arthur Von;2;2;2;24.04.2024
Donna Gibson;3;4;3;24.04.2024
Mr. Clayton McKenzie;4;3;1;24.04.2024
Mr. Simon Denesik;5;4;0;24.04.2024
Laurie Mante;6;1;4;24.04.2024
Kellie Cartwright MD;7;3;0;24.04.2024
Eunice Wunsch;8;4;0;24.04.2024
Wesley Stanton;9;4;2;24.04.2024
Chad Schinner;10;2;5;24.04.2024
Chad Corkery;1;4;1;24.04.2024
Miss Vivian Schneider;2;3;5;24.04.2024
Derrick Witting;3;1;5;24.04.2024
Duane Sanford PhD;4;3;0;24.04.2024
Tricia Stanton;5;5;5;24.04.2024
Elizabeth Shields;6;2;0;24.04.2024
Willie HayesTremblay;7;1;1;24.04.2024
Melanie Stokes MD;8;2;5;24.04.2024
Katie Bauch;9;5;3;24.04.2024
Jenna Dietrich Sr.;10;2;2;24.04.2024
Roland Monahan;1;1;0;24.04.2024
Henrietta Jones;2;1;5;24.04.2024
Julius O'Connell;3;3;5;24.04.2024
Carol Russel;4;0;3;24.04.2024
Toby Wunsch DVM;5;4;1;24.04.2024
Dianne Moore;6;3;5;24.04.2024
Jacqueline White;7;5;5;24.04.2024
Santos Koepp;8;3;3;24.04.2024
Mercedes Haley;9;2;5;24.04.2024
Dr. Ryan Beahan;10;5;1;24.04.2024
Juan Terry;1;2;4;24.04.2024
Dr. Philip Dibbert;2;5;5;24.04.2024
Anne Gibson;3;5;4;24.04.2024
Clifton VonRueden;4;4;1;24.04.2024
Paul HahnHansen;5;2;2;24.04.2024
Claudia Robel;6;0;0;24.04.2024
Raquel Morissette;7;0;0;24.04.2024
Guillermo SatterfieldHaley;8;5;1;24.04.2024
Terri Pacocha;9;4;2;24.04.2024
Henry Kutch;10;0;1;24.04.2024
Gerardo Abshire;1;5;0;24.04.2024
Jeff Legros;2;2;0;24.04.2024
Eula Douglas IV;3;2;0;24.04.2024
Casey Walter;4;1;5;24.04.2024
Brian Brakus;5;5;1;24.04.2024
Samuel Farrell;6;5;0;24.04.2024
Sheri Thiel;7;0;1;24.04.2024
Mr. Shawn Ziemann;8;3;3;24.04.2024
Terence Wunsch;9;5;1;24.04.2024
Oliver Hegmann;10;0;5;24.04.2024
Nadine Heidenreich;1;1;5;24.04.2024
Mr. Marshall Sipes;2;3;3;24.04.2024
Brandy Nader MD;3;3;1;24.04.2024
Jeannie Schoen;4;1;3;24.04.2024
Nelson Raynor;5;4;1;24.04.2024
Raul Borer;6;5;3;24.04.2024
Eva Feest;7;2;1;24.04.2024
Angelica Greenholt;8;3;1;24.04.2024
Bryant Barton III;9;0;1;24.04.2024
Lynne Kerluke III;10;1;1;24.04.2024
Erick Langosh DVM;1;2;2;24.04.2024
Harold Kilback;2;1;1;24.04.2024
Thelma Kub;3;5;5;24.04.2024
Darin Ziemann;4;5;1;24.04.2024
Mr. Ramon Franey;5;4;5;24.04.2024
Stuart Weimann;6;4;1;24.04.2024
Edith Dickens;7;3;0;24.04.2024
Mrs. Cindy Prosacco;8;2;0;24.04.2024
Stella Stamm;9;0;3;24.04.2024
Loren Bernhard;10;5;2;24.04.2024
Raymond Predovic;1;5;5;24.04.2024
Rafael Morar;2;0;4;24.04.2024
Mrs. Patty Schultz;3;2;1;24.04.2024
Jacob Leuschke;4;3;4;24.04.2024
Shannon Cremin;5;2;4;24.04.2024
Isaac Sipes;6;3;3;24.04.2024
Mr. Gordon Jenkins II;7;4;3;24.04.2024
Vickie Hagenes DDS;8;1;3;24.04.2024
Donnie Gutmann DDS;9;5;1;24.04.2024
Marcia Gibson;10;5;3;24.04.2024
Gene Wiegand;1;0;3;24.04.2024
Frankie Walker;2;1;5;24.04.2024
Christopher Schaefer;3;3;1;24.04.2024
Sabrina Aufderhar;4;1;0;24.04.2024
Mr. Mitchell Mayer;5;3;2;24.04.2024
Gwendolyn Metz;6;5;0;24.04.2024
Heidi Towne;7;3;2;24.04.2024
Rosa Rosenbaum;8;4;2;24.04.2024
Sara Hansen;9;5;0;24.04.2024
Ricky Prosacco;10;3;4;24.04.2024
Dr. Della Abshire;1;5;2;24.04.2024
Sarah LeuschkeBeahan;2;0;3;24.04.2024
Andres Russel;3;4;2;24.04.2024
Albert Bode;4;5;4;24.04.2024
Brendan Franecki;5;1;1;24.04.2024
Mr. Cody Mraz;6;0;5;24.04.2024
Rufus Bauch;7;2;4;24.04.2024
Mercedes Smith;8;4;3;24.04.2024
Donna Herzog;9;4;2;24.04.2024
Ted Ledner DDS;10;4;5;24.04.2024
Kathleen McDermott PhD;1;5;0;24.04.2024
Jan Borer;2;1;4;24.04.2024
Pedro Bechtelar;3;1;2;24.04.2024
Rafael Jast Sr.;4;5;3;24.04.2024
Terry Hartmann;5;1;5;24.04.2024
Brett Barton;6;4;5;24.04.2024
Cesar Flatley;7;5;4;24.04.2024
Dr. Freddie Tromp;8;2;4;24.04.2024
Ora Leuschke;9;3;2;24.04.2024
Diana Kuphal;10;1;2;24.04.2024
Hannah Quitzon;1;1;0;24.04.2024
Earl Reinger;2;4;1;24.04.2024
Patti Kuvalis;3;0;1;24.04.2024
Kristine Schuster;4;2;3;24.04.2024
Elsie Aufderhar;5;0;2;24.04.2024
Dr. Lois Walter;6;3;0;24.04.2024
Jeffery Shanahan;7;2;1;24.04.2024
Fernando Klein;8;1;1;24.04.2024
Gina Torp;9;3;0;24.04.2024
Freddie McDermott DDS;10;3;5;24.04.2024
Marcus Veum IV;1;1;5;24.04.2024
Willie Boehm;2;1;5;24.04.2024
Dr. Carlos Pagac;3;2;4;24.04.2024
Faith Anderson;4;1;2;24.04.2024
Aubrey Kassulke;5;1;1;24.04.2024
Mr. Cesar Hilpert;6;5;4;24.04.2024
Derek Schoen;7;2;1;24.04.2024
Marvin Sporer;8;0;2;24.04.2024
Horace Hickle;9;1;2;24.04.2024
Jorge Muller;10;4;5;24.04.2024
Esther Bins;1;1;3;24.04.2024
Frances Zemlak;2;0;5;24.04.2024
Joanne ZboncakGibson;3;2;3;24.04.2024
Vincent Goodwin;4;3;3;24.04.2024
Sidney Mann;5;3;0;24.04.2024
Dr. Natasha Balistreri;6;4;3;24.04.2024
Roy Senger;7;5;3;24.04.2024
Mr. Homer Ondricka;8;4;1;24.04.2024
Lila Kling;9;3;4;24.04.2024
Marlene Quigley;10;1;2;24.04.2024
Opal Fay;1;4;0;24.04.2024
Eleanor Ankunding;2;3;5;24.04.2024
Angelina Klocko;3;2;0;24.04.2024
Howard Monahan;4;2;4;24.04.2024
Miss Myra BartellD'Amore II;5;5;0;24.04.2024
Carroll Altenwerth;6;0;3;24.04.2024
Wesley McDermott;7;2;0;24.04.2024
Naomi O'Hara;8;3;0;24.04.2024
Dawn Herman;9;3;3;24.04.2024
Hattie Brekke;10;0;1;24.04.2024
Tyler Ortiz;1;4;3;24.04.2024
Clark Price;2;3;3;24.04.2024
Mr. Clyde Marquardt;3;1;5;24.04.2024
Pat Prosacco;4;4;1;24.04.2024
Alma Wilderman;5;1;1;24.04.2024
Virgil Mante;6;1;4;24.04.2024
Gordon Zieme DVM;7;0;3;24.04.2024
Valerie Jacobi;8;2;2;24.04.2024
Shane Beier III;9;1;0;24.04.2024
Rose Kerluke;10;3;5;24.04.2024
Elijah Hodkiewicz;1;4;4;24.04.2024
May Conn I;2;2;0;24.04.2024
Freddie Koss;3;2;5;24.04.2024
Marcos Monahan;4;0;5;24.04.2024
Irving Daniel;5;3;0;24.04.2024
Mamie Hansen;6;2;3;24.04.2024
Julio Blanda;7;0;3;24.04.2024
Ms. Tammy Schowalter;8;5;2;24.04.2024
Ms. Paulette Weissnat;9;5;0;24.04.2024
Mattie Green III;10;5;5;24.04.2024
Dennis Walker;1;5;2;24.04.2024
Roberto Gibson;2;5;5;24.04.2024
Dianne Waters;3;5;4;24.04.2024
Ricky Haley;4;4;3;24.04.2024
Anna CummerataCarroll;5;1;1;24.04.2024
Rita Russel;6;0;5;24.04.2024
Mindy Wilderman;7;4;2;24.04.2024
Devin Hessel;8;2;5;24.04.2024
Toni Rau;9;5;1;24.04.2024
Mr. Stanley Ankunding;10;0;3;24.04.2024
Marilyn Stamm;1;3;5;24.04.2024
Ann Marvin;2;5;3;24.04.2024
Penny Roberts;3;4;1;24.04.2024
Miss Kelly Ankunding;4;1;3;24.04.2024
Stacey Lubowitz;5;3;0;24.04.2024
Gail Veum;6;3;1;24.04.2024
Carroll Wilderman;7;5;4;24.04.2024
Jon Crooks;8;5;5;24.04.2024
Cynthia Kunze;9;5;0;24.04.2024
Lila Graham;10;2;5;24.04.2024
Mr. Carlton MillsPowlowski;1;1;5;24.04.2024
Dr. Dustin Quitzon;2;4;2;24.04.2024
Randolph Ernser;3;0;1;24.04.2024
Brandy Kutch;4;2;0;24.04.2024
Douglas Ziemann;5;0;1;24.04.2024
Jessica Treutel;6;3;2;24.04.2024
Jimmy Casper;7;1;5;24.04.2024
Janis KossHarber;8;5;1;24.04.2024
Louise Connelly;9;5;0;24.04.2024
Evelyn Kilback;10;0;4;24.04.2024
Isaac Lind;1;2;3;24.04.2024
Mabel Schultz;2;2;2;24.04.2024
Chelsea Kilback;3;1;1;24.04.2024
Mike Hirthe;4;5;1;24.04.2024
Dr. Lindsey Christiansen;5;4;3;24.04.2024
Pedro Corwin;6;3;0;24.04.2024
Bernice Rolfson;7;3;0;24.04.2024
Garrett Hagenes;8;2;0;24.04.2024
Miss Leigh Kuhic;9;0;1;24.04.2024
Constance Rohan;10;5;4;24.04.2024
Amber Grimes;1;5;0;24.04.2024
Caroline Streich;2;4;1;24.04.2024
Jose Rolfson DVM;3;4;3;24.04.2024
Mitchell Batz;4;3;3;24.04.2024
Dr. Heather Wisoky;5;5;5;24.04.2024
Grace Kiehn IV;6;0;3;24.04.2024
Devin Skiles;7;2;3;24.04.2024
Mrs. Lindsay Deckow;8;3;2;24.04.2024
Franklin Greenfelder MD;9;1;4;24.04.2024
Evelyn West;10;0;3;24.04.2024
Sabrina Lang;1;0;5;24.04.2024
Rick Larkin;2;0;2;24.04.2024
Miss Joanne Waters;3;1;5;24.04.2024
Sylvia Kihn;4;1;2;24.04.2024
Tonya Streich;5;0;0;24.04.2024
Walter Schoen;6;1;0;24.04.2024
Sandy Heller;7;2;3;24.04.2024
Minnie Morissette;8;4;2;24.04.2024
Gregg GutmannGorczany;9;3;5;24.04.2024
Miranda Grant;10;3;0;24.04.2024
Alexander Aufderhar;1;1;2;24.04.2024
Lydia Schneider;2;3;4;24.04.2024
Loretta Barrows;3;0;0;24.04.2024
Lillian SchaeferKihn;4;5;3;24.04.2024
Dr. Arturo Barrows;5;0;5;24.04.2024
Dawn Leffler;6;5;4;24.04.2024
Erin Heathcote;7;0;1;24.04.2024
Mr. Clifton Beahan;8;3;1;24.04.2024
Donnie Langosh;9;1;1;24.04.2024
Ms. Lynette Block II;10;4;0;24.04.2024
Dr. Terrell Yost;1;1;1;24.04.2024
Colleen Dibbert;2;3;2;24.04.2024
Darla Deckow DVM;3;2;4;24.04.2024
Antonio Klocko;4;3;0;24.04.2024
Dolores Barton V;5;1;5;24.04.2024
Matthew Schimmel;6;3;4;24.04.2024
Gregg Lind;7;0;2;24.04.2024
Renee Hickle;8;4;5;24.04.2024
Teresa BechtelarOrtiz;9;3;0;24.04.2024
Velma BayerBosco;10;0;0;24.04.2024
Dr. Dolores Schaefer;1;5;5;24.04.2024
Drew Runte;2;5;2;24.04.2024
Mr. Noah Crist;3;3;0;24.04.2024
Brent Will;4;3;1;24.04.2024
Bridget Gleason;5;1;2;24.04.2024
Pedro Pacocha Jr.;6;3;2;24.04.2024
Tina Simonis;7;4;4;24.04.2024
Myron Bartell;8;4;2;24.04.2024
Violet Sauer;9;1;2;24.04.2024
Harvey Welch;10;3;2;24.04.2024
Kenny Jones;1;1;0;24.04.2024
Gabriel McLaughlin;2;5;1;24.04.2024
Christine Hagenes;3;4;5;24.04.2024
Annette Kihn;4;5;5;24.04.2024
Mindy Konopelski;5;2;5;24.04.2024
Beulah Wehner;6;3;2;24.04.2024
Jeff Howell;7;5;4;24.04.2024
Marta Heaney;8;5;0;24.04.2024
Ron SauerHand;9;3;2;24.04.2024
Genevieve Marquardt;10;5;3;24.04.2024
Matthew Hudson;1;1;4;24.04.2024
Bernard Jaskolski;2;3;3;24.04.2024
